throughput,packet_loss,jitter
104.0,0.38,0.016
104.0,0.56,0.024
104.0,0.84,0.023
103.0,0.86,0.048
104.0,0.079,0.086
105.0,0.15,0.061
105.0,0.17,0.014
105.0,0.26,0.02
104.0,0.21,0.042
105.0,0.16,0.024
104.0,0.27,0.068
105.0,0.011,0.027
104.0,0.94,0.021
105.0,0.067,0.02
105.0,0.079,0.02
105.0,0.29,0.021
103.0,0.55,0.085
104.0,1.0,0.024
105.0,0.55,0.02
103.0,0.34,0.098
106.0,0.22,0.022
103.0,0.65,0.167
105.0,0.25,0.078
105.0,0.15,0.032
104.0,0.26,0.064
105.0,0.74,0.017
104.0,1.4,0.022
104.0,0.54,0.022
104.0,0.29,0.022
105.0,0.54,0.02
104.0,0.47,0.021
103.0,1.5,0.031
104.0,0.55,0.029
105.0,0.31,0.024
104.0,0.58,0.027
104.0,0.41,0.044
105.0,0.56,0.008
104.0,0.89,0.019
103.0,0.37,0.064
106.0,0.38,0.02
104.0,0.43,0.024
105.0,0.0,0.021
105.0,0.22,0.021
104.0,0.93,0.02
104.0,0.78,0.025
105.0,0.18,0.022
105.0,0.0,0.02
105.0,0.25,0.02
104.0,0.11,0.028
105.0,0.35,0.021
104.0,0.54,0.03
105.0,0.12,0.048
103.0,1.4,0.021
104.0,0.63,0.02
103.0,0.69,0.024
105.0,0.3,0.009
104.0,0.57,0.237
105.0,0.47,0.017
105.0,0.18,0.013
105.0,0.28,0.03
104.0,0.54,0.023
104.0,0.79,0.092
105.0,0.067,0.06
104.0,0.34,0.023
104.0,0.43,0.038
105.0,0.26,0.221
104.0,0.83,0.067
105.0,0.17,0.024
104.0,0.4,0.276
105.0,0.0,0.021
104.0,1.1,0.02
105.0,0.034,0.366
105.0,0.022,0.026
105.0,0.078,0.028
105.0,0.056,0.065
104.0,0.45,0.272
105.0,0.13,0.021
105.0,0.12,0.254
105.0,0.12,0.335
105.0,0.11,0.024
105.0,0.28,0.041
104.0,0.15,0.01
103.0,2.0,0.025
105.0,0.18,0.033
105.0,0.21,0.387
105.0,0.011,0.049
105.0,0.2,0.023
104.0,0.61,0.256
105.0,0.15,0.076
104.0,0.71,0.072
104.0,0.71,0.333
104.0,0.023,0.076
105.0,0.3,0.05
24.2,77.0,0.303
104.0,0.41,0.209
105.0,0.28,0.033
104.0,0.63,0.37
52.01,49.315,29.772499999999997
0.02,98.0,59.175
104.0,51.0,0.162
104.0,0.5,0.027
105.0,0.16,0.049
104.0,0.81,0.062
104.0,0.69,0.026
105.0,0.15,0.052
104.0,0.62,0.02
105.0,0.21,0.052
104.0,0.61,0.026
30.0,0.0,0.043
81.8,55.0,0.223
105.0,0.17,0.265
104.0,0.63,0.493
105.0,0.11,0.356
104.0,0.89,0.112
104.0,0.92,0.098
104.0,0.69,0.286
104.0,0.83,0.022
104.0,0.85,0.085
104.0,0.39,0.106
104.0,0.48,0.438
104.0,0.4,0.205
104.0,0.41,0.177
52.0,0.205,0.0885
0.0,0.0,0.0
41.1,86.0,0.1
104.0,1.0,0.076
103.0,1.3,0.05
104.0,0.48,0.277
104.0,0.9,0.083
104.0,1.3,0.065
103.0,0.92,0.152
105.0,0.94,0.035
104.0,0.6,0.131
104.0,0.31,0.192
104.0,1.1,0.065
105.0,0.21,0.082
103.0,1.9,0.15
104.0,0.73,0.048
104.0,0.73,0.165
104.0,1.1,0.17
105.0,0.37,0.032
104.0,0.1,0.022
104.0,0.84,0.088
104.0,0.62,0.059
105.0,0.19,0.025
104.0,0.39,0.031
104.0,0.43,0.04
104.0,0.71,0.062
104.0,0.8,0.114
104.0,1.3,0.024
104.0,0.36,0.053
104.0,0.81,0.041
104.0,0.19,0.106
105.0,0.19,0.009
104.0,0.29,0.087
104.0,0.41,0.032
105.0,0.44,0.158
104.0,0.73,0.378
104.0,0.36,0.491
104.0,0.69,0.223
104.0,0.54,0.358
104.0,0.27,0.034
105.0,0.75,0.375
104.0,0.72,0.232
0.87,0.0,0.047
46.0,78.0,0.421
104.0,0.71,0.593
104.0,1.1,0.267
103.0,1.2,0.319
105.0,0.45,0.102
104.0,0.24,0.218
104.0,0.5,0.26
105.0,0.2,0.218
104.0,0.54,0.318
105.0,0.27,0.125
103.0,1.3,0.266
104.0,0.27,0.175
105.0,0.18,0.432
104.0,0.57,0.027
105.0,0.2,0.136
104.0,0.31,0.323
105.0,0.34,0.158
105.0,0.09,0.077
105.0,0.067,0.317
105.0,0.079,0.34
104.0,0.36,0.4
104.0,0.19,0.427
105.0,0.34,0.315
105.0,0.15,0.354
104.0,1.3,0.104
104.0,0.73,0.121
104.0,0.4,0.795
105.0,0.15,0.311
105.0,0.056,0.112
104.0,0.67,0.38
105.0,0.19,0.21
104.0,0.88,0.304
105.0,0.12,0.662
104.0,0.58,0.109
104.0,0.48,0.106
104.0,0.53,0.349
104.0,0.59,0.05
105.0,0.21,0.034
104.0,0.43,0.307
105.0,0.11,0.123
105.0,0.26,0.067
104.0,0.25,0.276
105.0,0.39,0.106
104.0,0.94,0.047
104.0,0.33,0.248
105.0,0.056,0.033
103.0,0.9,0.77
104.0,0.54,0.203
105.0,0.17,0.075
104.0,0.0,0.351
104.0,0.94,0.112
104.0,0.93,0.106
104.0,0.92,0.033
104.0,0.54,0.075
105.0,0.26,0.034
105.0,0.17,0.025
105.0,0.0,0.04
104.0,0.9,0.505
105.0,0.59,0.025
104.0,0.25,0.031
104.0,0.86,0.027
104.0,0.98,0.025
104.0,0.49,0.024
104.0,0.67,0.075
105.0,0.18,0.022
103.0,1.2,0.246
104.0,0.91,0.009
104.0,0.78,0.038
106.0,0.1,0.026
105.0,0.29,0.025
104.0,0.78,0.02
103.0,0.96,0.055
104.0,1.0,0.044
104.0,1.0,0.031
104.0,0.37,0.036
106.0,0.0,0.013
105.0,0.11,0.029
104.0,0.8,0.02
103.0,1.8,0.024
104.0,0.44,0.042
105.0,0.75,0.059
104.0,0.29,0.008
104.0,0.68,0.02
105.0,0.24,0.019
104.0,0.75,0.021
105.0,0.43,0.019
104.0,0.38,0.019
103.0,0.68,0.048
105.0,0.21,0.029
105.0,0.71,0.02
104.0,0.47,0.016
104.0,0.12,0.081
105.0,0.93,0.021
104.0,1.1,0.075
104.0,0.17,0.023
105.0,0.47,0.023
104.0,1.0,0.008
104.0,0.56,0.02
104.0,0.44,0.117
104.0,0.36,0.021
105.0,0.27,0.026
85.8,16.0,0.353
71.3,32.0,0.092
64.0,41.0,0.024
74.4,29.0,0.167
74.9,29.0,0.03
73.3,30.0,0.029
72.6,30.0,0.032
77.8,25.0,0.083
73.6,31.0,0.03
88.9,16.0,0.02
95.7,8.5,0.022
97.9,6.7,0.023
102.0,2.3,0.02
103.0,1.9,0.03
103.0,1.8,0.022
105.0,0.38,0.319
105.0,0.12,0.022
105.0,0.18,0.023
98.2,6.2,0.025
101.0,3.4,0.022
104.0,0.25,0.028
105.0,0.39,0.019
105.0,0.45,0.031
104.0,0.41,0.021
104.0,0.38,0.034
104.0,0.36,0.154
105.0,0.21,0.021
104.0,0.88,0.026
105.0,0.47,0.143
105.0,0.0,0.031
104.0,0.28,0.023
105.0,0.0,0.037
104.0,0.39,0.02
104.0,0.58,0.292
105.0,0.1,0.022
104.0,0.33,0.027
104.0,0.51,0.043
105.0,0.33,0.022
105.0,0.0,0.026
105.0,0.18,0.029
104.0,0.54,0.01
105.0,0.35,0.064
104.0,0.57,0.261
105.0,0.25,0.023
104.0,0.034,0.058
105.0,0.078,0.203
104.0,0.5,0.039
105.0,0.21,0.161
104.0,0.12,0.027
104.0,0.84,0.282
104.0,0.89,0.238
105.0,0.27,0.221
105.0,0.056,0.364
104.0,1.2,0.057
104.0,0.71,0.228
104.0,0.58,0.274
105.0,0.27,0.203
105.0,0.45,0.099
104.0,0.98,0.376
105.0,0.2,0.054
104.0,0.4,0.023
104.0,0.17,0.026
105.0,0.45,0.177
104.0,0.45,0.303
104.0,0.26,0.263
105.0,0.034,0.732
105.0,0.15,0.254
104.0,0.23,0.03
105.0,0.1,0.125
105.0,0.34,0.111
104.0,0.57,0.276
105.0,0.056,0.108
105.0,0.24,0.132
104.0,0.24,0.03
105.0,0.26,0.241
105.0,0.0,0.09
103.0,1.7,0.215
105.0,0.4,0.04
105.0,0.29,0.061
105.0,0.29,0.092
104.0,0.38,0.054
104.0,0.81,0.119
105.0,0.1,0.195
104.0,1.1,0.194
105.0,0.19,0.049
105.0,0.011,0.07
105.0,0.25,0.099
104.0,0.66,0.146
105.0,0.18,0.053
105.0,0.28,0.027
104.0,0.45,0.263
104.0,0.54,0.193
105.0,0.17,0.118
104.0,0.7,0.177
105.0,0.16,0.022
105.0,0.5,0.165
104.0,0.43,0.358
104.0,0.57,0.327
104.0,0.63,0.235
104.0,0.48,0.317
104.0,0.49,0.164
105.0,0.39,0.138
104.0,0.43,0.24
104.0,0.94,0.076
103.0,0.91,0.517
105.0,0.15,0.514
105.0,0.15,0.079
105.0,0.0,0.035
104.0,0.51,1.042
105.0,0.32,0.015
104.0,0.73,0.026
104.0,0.41,0.181
104.0,0.52,0.068
105.0,0.11,0.097
105.0,0.045,0.025
104.0,0.011,0.144
105.0,0.36,0.13
105.0,0.31,0.052
104.0,0.63,0.027
103.0,1.3,0.023
104.0,0.65,0.122
104.0,0.48,0.117
105.0,0.43,0.012
105.0,0.31,0.009
103.0,0.85,0.229
104.0,0.67,0.029
104.0,1.0,0.048
104.0,0.045,0.316
105.0,0.71,0.027
104.0,0.2,0.023
104.0,0.38,0.123
105.0,0.033,0.022
104.0,0.43,0.428
105.0,0.35,0.028
105.0,0.45,0.021
104.0,0.12,0.347
105.0,0.31,0.02
105.0,0.56,0.024
104.0,0.75,0.031
104.0,0.36,0.064
104.0,0.45,0.071
104.0,0.51,0.098
105.0,0.2,0.013
105.0,0.27,0.013
103.0,0.33,0.065
104.0,0.44,0.253
105.0,0.88,0.033
104.0,0.22,0.027
105.0,0.26,0.008
105.0,0.38,0.023
104.0,0.24,0.144
105.0,0.38,0.024
104.0,0.09,0.027
104.0,0.17,0.049
105.0,0.29,0.035
104.0,0.88,0.476
105.0,0.43,0.037
104.0,0.12,0.29
105.0,0.46,0.021
104.0,0.11,0.358
104.0,0.27,0.022
104.0,0.36,0.025
105.0,0.17,0.032
104.0,0.65,0.036
105.0,0.18,0.02
104.0,0.42,0.023
104.0,0.28,0.066
104.0,0.26,0.116
105.0,0.16,0.026
105.0,0.85,0.027
105.0,0.19,0.025
104.0,0.023,0.079
106.0,0.24,0.021
105.0,0.11,0.009
104.0,0.39,0.02
104.0,0.63,0.009
104.0,0.93,0.019
103.0,0.65,0.126
105.0,0.56,0.02
104.0,0.6,0.025
104.0,0.53,0.055
105.0,0.27,0.02
105.0,0.34,0.021
104.0,0.96,0.021
104.0,0.63,0.019
104.0,0.4,0.026
104.0,0.54,0.029
105.0,0.61,0.019
104.0,0.76,0.021
103.0,0.57,0.034
104.0,1.1,0.02
105.0,0.11,0.021
103.0,0.63,0.045
105.0,0.27,0.021
104.0,0.84,0.026
104.0,0.94,0.023
105.0,0.0,0.02
104.0,0.21,0.047
105.0,0.48,0.026
105.0,0.28,0.276
104.0,0.47,0.023
105.0,0.35,0.027
105.0,0.25,0.023
103.0,0.4,0.058
105.0,0.68,0.02
104.0,0.21,0.011
103.0,0.86,0.058
105.0,0.76,0.137
105.0,0.63,0.056
104.0,0.3,0.027
105.0,0.38,0.019
104.0,0.44,0.02
104.0,0.43,0.021
104.0,0.55,0.029
105.0,0.46,0.025
105.0,0.1,0.027
104.0,0.44,0.026
105.0,0.27,0.021
104.0,0.19,0.022
104.0,0.8,0.208
105.0,0.36,0.011
104.0,0.16,0.051
106.0,0.11,0.352
105.0,0.26,0.02
105.0,0.33,0.078
104.0,0.19,0.027
105.0,0.0,0.407
104.0,0.41,0.324
104.0,0.75,0.035
105.0,0.15,0.432
104.0,0.48,0.025
104.0,0.42,0.06
104.0,0.57,0.025
104.0,0.61,0.029
104.0,0.9,0.025
104.0,0.28,0.017
105.0,0.17,0.276
104.0,0.43,0.351
105.0,0.13,0.297
104.0,0.46,0.338
104.0,0.71,0.018
104.0,1.4,0.15
104.0,0.72,0.304
105.0,0.045,0.025
104.0,0.59,0.029
105.0,0.38,0.261
105.0,0.18,0.374
104.0,0.59,0.084
105.0,0.63,0.374
104.0,0.85,0.329
104.0,0.75,0.292
104.0,1.0,0.224
104.0,0.64,0.049
104.0,1.4,0.128
104.0,0.51,0.323
105.0,0.15,0.424
105.0,0.011,0.19
104.0,0.64,0.26
104.0,1.2,0.414
105.0,0.11,0.081
105.0,0.24,0.282
104.0,0.85,0.343
104.0,1.1,0.12
104.0,0.35,0.353
104.0,0.52,0.178
104.0,0.71,0.106
104.0,1.0,0.189
105.0,0.29,0.078
103.0,0.92,0.029
105.0,0.079,0.348
104.0,0.09,0.018
105.0,0.022,0.273
104.0,0.57,0.367
105.0,0.5,0.384
105.0,0.26,0.079
105.0,0.39,0.125
105.0,0.36,0.056
104.0,0.4,0.1
104.0,0.62,0.257
105.0,0.46,0.036
103.0,0.69,0.318
105.0,0.34,0.27
105.0,0.16,0.027
104.0,0.079,0.129
106.0,0.0,0.031
104.0,0.75,0.033
103.0,0.81,0.082
105.0,0.5,0.053
105.0,0.11,0.027
104.0,0.43,0.021
104.0,0.045,0.24
106.0,0.26,0.02
104.0,0.93,0.03
104.0,0.61,0.193
105.0,0.33,0.028
103.0,0.75,0.613
105.0,0.55,0.057
106.0,0.0,0.021
104.0,0.51,0.021
104.0,0.11,0.055
104.0,1.3,0.019
105.0,0.33,0.02
104.0,0.34,0.053
105.0,0.0,0.12
105.0,0.67,0.021
104.0,0.64,0.075
104.0,0.79,0.032
104.0,0.82,0.026
104.0,0.42,0.038
104.0,0.44,0.051
94.6,9.0,0.222
73.7,31.0,0.008
64.1,38.0,0.105
59.6,43.0,0.011
72.4,30.0,0.091
69.3,35.0,0.021
68.6,34.0,0.052
76.1,28.0,0.059
86.3,18.0,0.022
91.6,13.0,0.03
96.4,8.1,0.024
97.1,7.1,0.039
104.0,0.64,0.032
104.0,0.75,0.025
105.0,0.74,0.025
102.0,1.3,0.028
105.0,0.47,0.033
105.0,0.09,0.024
104.0,0.15,0.034
105.0,0.72,0.02
103.0,0.78,0.026
104.0,0.47,0.093
105.0,0.27,0.022
104.0,0.72,0.02
105.0,0.011,0.021
105.0,0.26,0.022
104.0,0.47,0.018
105.0,0.25,0.008
105.0,0.29,0.009
104.0,0.94,0.022
103.0,0.76,0.042
105.0,0.51,0.02
104.0,1.2,0.023
103.0,0.6,0.088
105.0,0.86,0.028
104.0,0.68,0.026
104.0,0.75,0.027
105.0,0.3,0.024
52.5,0.15,0.012
0.0,0.0,0.0
93.9,70.0,0.05
88.8,1.5,0.07
33.9,72.0,0.027
105.0,0.21,0.02
105.0,0.24,0.022
104.0,0.67,0.008
105.0,0.37,0.02
105.0,0.2,0.02
104.0,1.1,0.025
104.0,0.44,0.032
105.0,0.32,0.024
105.0,0.17,0.025
104.0,0.44,0.022
105.0,0.045,0.021
104.0,1.1,0.02
104.0,0.53,0.026
105.0,0.1,0.023
104.0,0.73,0.02
103.0,0.36,0.052
105.0,0.46,0.036
104.0,0.61,0.013
104.0,0.13,0.032
104.0,0.98,0.023
104.0,0.35,0.056
106.0,0.0,0.027
104.0,0.29,0.047
105.0,0.68,0.036
105.0,0.011,0.027
104.0,0.94,0.024
105.0,0.079,0.025
104.0,0.38,0.025
105.0,0.079,0.027
103.0,0.72,0.061
106.0,0.044,0.027
104.0,0.57,0.021
104.0,0.51,0.01
105.0,0.056,0.021
104.0,0.94,0.028
104.0,0.16,0.032
105.0,0.31,0.024
105.0,0.27,0.046
104.0,0.49,0.262
104.0,0.57,0.058
105.0,0.18,0.024
104.0,0.011,0.044
105.0,0.12,0.036
104.0,0.38,0.354
105.0,0.0,0.238
104.0,0.5,0.235
104.0,0.52,0.065
104.0,0.44,0.018
104.0,0.79,0.011
105.0,0.12,0.31
104.0,0.31,0.233
104.0,0.83,0.782
104.0,0.46,0.38
104.0,0.33,0.318
104.0,0.66,0.022
104.0,0.3,0.193
105.0,0.09,0.278
105.0,0.17,0.021
105.0,0.25,0.32
104.0,0.43,0.335
104.0,0.53,0.082
105.0,0.022,0.134
104.0,0.2,0.162
104.0,1.0,0.025
105.0,0.53,0.282
104.0,0.46,0.204
104.0,0.49,0.262
105.0,0.1,0.068
104.0,0.65,0.103
104.0,0.25,0.028
84.4,0.097,0.033
68.3,45.0,0.034
105.0,0.62,0.024
103.0,0.6,0.399
104.0,0.45,0.481
105.0,0.13,0.15
104.0,0.83,0.316
103.0,1.2,0.246
104.0,0.69,0.101
104.0,0.43,0.378
104.0,0.85,0.193
104.0,0.62,0.538
104.0,1.2,0.248
104.0,0.9,0.263
104.0,0.97,0.057
104.0,0.73,0.337
105.0,0.37,0.046
104.0,0.38,0.058
104.0,0.39,0.242
105.0,0.56,0.066
105.0,0.19,0.074
105.0,0.75,0.025
103.0,1.3,0.089
104.0,1.0,0.057
104.0,0.74,0.425
104.0,1.0,0.048
104.0,0.92,0.067
104.0,1.0,0.042
104.0,0.63,0.06
104.0,1.1,0.034
104.0,0.55,0.065
104.0,0.86,0.04
104.0,0.6,0.08
104.0,0.46,0.056
62.225,0.23,0.09275
62.225,0.23,0.09275
62.225,0.23,0.09275
62.225,0.23,0.09275
62.225,0.23,0.09275
62.225,0.23,0.09275
62.225,0.23,0.09275
20.45,0.0,0.1295
74.4,92.0,0.03
104.0,0.65,0.041
104.0,0.59,0.119
105.0,0.19,0.089
105.0,0.42,0.029
104.0,0.4,0.094
105.0,0.28,0.027
105.0,0.85,0.025
103.0,0.44,0.03
105.0,0.54,0.028
105.0,0.25,0.021
104.0,0.37,0.089
104.0,0.72,0.057
106.0,0.0,0.021
103.0,1.1,0.047
59.0,44.0,0.023
104.0,0.28,0.025
105.0,0.65,0.02
104.0,0.22,0.089
106.0,0.4,0.027
104.0,0.71,0.023
104.0,0.52,0.027
104.0,0.19,0.043
105.0,0.99,0.024
103.0,0.9,0.067
105.0,0.65,0.008
104.0,1.2,0.011
104.0,0.57,0.026
105.0,0.09,0.021
104.0,1.0,0.02
103.0,1.0,0.03
105.0,0.022,0.021
104.0,0.93,0.02
104.0,0.47,0.019
104.0,0.32,0.028
105.0,0.19,0.022
105.0,0.034,0.027
104.0,0.28,0.245
105.0,0.84,0.026
104.0,0.0,0.034
105.0,0.62,0.025
105.0,0.0,0.042
105.0,0.079,0.036
104.0,0.66,0.05
105.0,0.33,0.033
105.0,0.21,0.021
104.0,0.39,0.032
105.0,0.24,0.026
104.0,0.82,0.022
105.0,0.46,0.025
105.0,0.0,0.025
103.0,1.3,0.022
104.0,0.57,0.03
104.0,0.53,0.026
105.0,0.31,0.022
104.0,0.33,0.023
105.0,0.045,0.02
104.0,0.15,0.027
105.0,0.29,0.203
105.0,0.0,0.236
105.0,0.22,0.036
104.0,0.56,0.192
105.0,0.0,0.032
105.0,0.26,0.021
105.0,0.034,0.047
105.0,0.16,0.24
104.0,0.4,0.023
104.0,0.17,0.032
104.0,0.45,0.028
104.0,0.62,0.03
105.0,0.21,0.009
105.0,0.0,0.025
103.0,1.6,0.025
105.0,0.19,0.021
104.0,0.66,0.051
104.0,0.35,0.095
104.0,0.43,0.147
105.0,0.25,0.02
105.0,0.25,0.025
104.0,0.54,0.15
104.0,0.045,0.045
106.0,0.0,0.029
104.0,0.23,0.075
105.0,0.11,0.173
104.0,0.68,0.686
104.0,0.66,0.02
105.0,0.27,0.147
105.0,0.24,0.023
104.0,0.7,0.023
105.0,0.29,0.062
105.0,0.15,0.333
104.0,0.41,0.044
105.0,0.37,0.209
104.0,0.44,0.097
105.0,0.25,0.347
105.0,0.1,0.274
105.0,0.034,0.335
105.0,0.15,0.023
52.5,0.075,0.0115
0.0,0.0,0.0
88.2,59.0,0.308
105.0,0.39,0.021
104.0,0.59,0.318
104.0,0.34,0.022
105.0,0.0,0.276
104.0,0.62,0.107
105.0,0.34,0.158
104.0,0.34,0.236
105.0,0.079,0.06
105.0,0.46,0.104
104.0,0.68,0.338
105.0,0.045,0.236
105.0,0.17,0.278
105.0,0.078,0.171
104.0,0.64,0.167
104.0,0.73,0.075
105.0,0.0,0.218
104.0,0.62,0.137
104.0,0.51,0.211
104.0,0.7,0.057
104.0,0.39,0.34
104.0,0.84,0.072
104.0,1.0,0.05
104.0,0.62,0.575
104.0,0.34,0.386
104.0,0.66,0.407
105.0,0.09,0.167
104.0,0.55,0.375
104.0,0.72,0.126
104.0,0.28,0.166
104.0,0.61,0.242
105.0,0.49,0.368
105.0,0.39,0.027
103.0,0.77,0.518
104.0,0.61,0.355
105.0,0.4,0.204
104.0,0.83,0.16
105.0,0.19,0.273
105.0,0.18,0.229
104.0,0.95,0.193
105.0,0.76,0.027
103.0,0.86,0.215
104.0,0.68,0.186
105.0,0.1,0.114
105.0,0.38,0.02
103.0,0.34,0.366
105.0,0.29,0.04
104.0,0.72,0.171
104.0,0.8,0.057
104.0,0.61,0.135
104.0,0.079,0.038
105.0,0.23,0.13
105.0,0.16,0.091
105.0,0.31,0.03
104.0,0.75,0.027
96.5,7.6,0.102
48.25,3.8,0.051
48.25,3.8,0.051
0.0,0.0,0.0
76.0,80.0,0.153
67.9,34.0,0.174
68.1,36.0,0.051
81.5,22.0,0.087
79.5,24.0,0.038
80.3,24.0,0.119
82.7,21.0,0.036
97.7,6.7,0.035
91.1,13.0,0.055
90.2,14.0,0.058
105.0,0.52,0.021
103.0,0.28,0.342
106.0,0.49,0.024
104.0,0.023,0.022
105.0,0.13,0.021
104.0,1.2,0.019
104.0,0.33,0.03
104.0,0.27,0.028
105.0,0.27,0.027
104.0,1.0,0.021
105.0,0.078,0.031
103.0,1.2,0.031
105.0,0.41,0.03
105.0,0.25,0.021
105.0,0.29,0.031
104.0,0.68,0.011
105.0,0.71,0.021
104.0,0.52,0.026
104.0,0.44,0.03
105.0,0.39,0.028
105.0,0.36,0.023
104.0,0.92,0.008
103.0,1.3,0.023
105.0,0.26,0.055
105.0,0.53,0.025
104.0,0.35,0.083
105.0,0.011,0.02
105.0,0.41,0.025
104.0,0.53,0.034
105.0,0.52,0.019
103.0,0.83,0.011
104.0,0.94,0.018
105.0,0.23,0.022
104.0,0.15,0.008
104.0,0.21,0.028
105.0,0.22,0.023
104.0,0.18,0.015
104.0,0.76,0.068
105.0,0.067,0.017
105.0,0.1,0.206
103.0,1.2,0.06
105.0,0.57,0.1
104.0,0.73,0.085
104.0,0.44,0.041
104.0,0.34,0.036
105.0,0.3,0.282
104.0,0.22,0.028
104.0,0.78,0.02
105.0,0.13,0.016
105.0,0.2,0.031
104.0,0.091,0.055
105.0,0.31,0.06
105.0,1.1,0.04
105.0,0.12,0.021
105.0,0.034,0.054
104.0,1.1,0.232
104.0,0.63,0.02
104.0,0.54,0.028
105.0,0.33,0.019
104.0,0.35,0.022
105.0,0.27,0.037
104.0,0.92,0.02
104.0,0.44,0.053
104.0,0.46,0.107
103.0,1.3,0.031
104.0,0.9,0.123
104.0,0.56,0.01
104.0,0.84,0.371
105.0,0.36,0.431
104.0,0.71,0.062
104.0,0.85,0.192
104.0,0.24,0.025
104.0,0.98,0.081
105.0,0.66,0.223
105.0,0.17,0.187
104.0,0.36,0.027
104.0,0.65,0.054
104.0,0.7,0.234
104.0,0.65,0.024
104.0,0.93,0.139
104.0,0.37,0.352
104.0,0.36,0.01
105.0,0.39,0.012
104.0,0.87,0.249
104.0,0.83,0.122
104.0,0.62,0.026
105.0,0.45,0.258
104.0,0.81,0.276
104.0,0.43,0.703
104.0,1.3,0.189
104.0,0.95,0.298
103.0,1.2,0.126
105.0,0.86,0.035
104.0,0.0,0.383
105.0,0.21,0.023
104.0,0.26,0.408
104.0,1.2,0.285
104.0,1.1,0.039
104.0,0.65,0.233
104.0,0.39,0.339
103.0,1.5,0.026
104.0,0.3,0.029
105.0,0.4,0.179
105.0,0.55,0.052
104.0,0.87,0.117
103.0,1.6,0.206
105.0,0.68,0.039
103.0,1.2,0.081
104.0,0.37,0.228
105.0,0.16,0.2
104.0,0.83,0.06
103.0,0.57,0.036
105.0,0.22,0.054
104.0,0.33,0.044
105.0,0.58,0.053
105.0,0.0,0.078
104.0,0.6,0.05
103.0,1.7,0.278
104.0,0.87,0.369
105.0,0.18,0.354
104.0,0.72,0.507
104.0,0.43,0.459
104.0,0.31,0.396
105.0,0.23,0.037
103.0,0.96,0.269
104.0,0.75,0.049
104.0,0.36,0.406
104.0,0.86,0.157
105.0,1.0,0.025
104.0,0.45,0.025
104.0,0.37,0.261
104.0,0.8,0.228
105.0,0.21,0.025
104.0,0.51,0.166
103.0,1.4,0.418
104.0,0.45,0.418
104.0,0.48,0.51
104.0,0.28,0.335
104.0,0.37,0.335
106.0,0.2,0.02
104.0,0.25,0.042
104.0,0.31,0.024
105.0,0.0,0.08
105.0,0.53,0.023
102.0,1.4,0.2
105.0,0.84,0.027
104.0,0.44,0.101
104.0,1.0,0.196
104.0,0.47,0.137
104.0,0.21,0.311
104.0,0.53,0.151
104.0,0.23,0.035
105.0,0.29,0.393
106.0,0.18,0.007
104.0,0.62,0.051
104.0,0.48,0.013
105.0,0.36,0.097
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.191,0.0585
105.0,0.022,0.02
105.0,0.26,0.217
105.0,0.19,0.329
104.0,0.5,0.239
104.0,0.09,0.058
105.0,0.045,0.028
104.0,0.61,0.042
105.0,0.34,0.255
105.0,0.16,0.032
104.0,1.3,0.021
103.0,1.795,0.3295
104.0,19.3975,0.21225
104.0,19.3975,0.21225
104.0,19.3975,0.21225
104.0,19.3975,0.21225
104.0,19.3975,0.21225
105.0,37.0,0.095
105.0,0.48,0.01
103.0,0.54,0.342
104.0,0.64,1.1
104.0,1.1,0.286
94.4,7.0,0.02
87.8,19.0,0.244
85.5,18.0,0.028
84.3,20.0,0.027
104.0,0.26,0.046
104.0,0.71,0.379
105.0,0.3,0.105
105.0,0.27,0.205
104.0,0.53,0.343
105.0,0.64,0.04
105.0,0.28,0.02
103.0,0.81,0.075
104.0,0.67,0.041
104.0,0.41,0.034
104.0,0.54,0.279
106.0,0.48,0.007
103.0,0.33,0.114
105.0,0.54,0.046
105.0,0.39,0.043
104.0,1.3,0.024
103.0,1.7,0.124
104.0,0.29,0.095
105.0,0.35,0.034
104.0,0.47,0.041
104.0,0.28,0.037
103.0,1.7,0.123
105.0,0.67,0.023
104.0,0.6,0.059
104.0,0.57,0.12
106.0,0.0,0.02
103.0,1.1,0.027
104.0,0.98,0.031
104.0,0.2,0.048
105.0,0.033,0.021
103.0,1.3,0.018
105.0,0.43,0.024
104.0,0.79,0.029
105.0,0.67,0.024
104.0,0.44,0.029
105.0,0.056,0.026
104.0,0.85,0.023
105.0,0.12,0.027
104.75,0.34249999999999997,0.02475
104.5,0.565,0.0225
105.0,0.44,0.024
104.0,0.49,0.019
104.0,0.15,0.02
105.0,0.079,0.019
105.0,0.1,0.022
104.0,0.18,0.032
105.0,0.59,0.022
104.5,0.4,0.05374999999999999
104.0,0.21000000000000002,0.08549999999999999
106.0,0.38,0.036
103.0,0.17,0.02
104.0,1.1,0.144
105.0,0.056,0.05
105.0,1.0,0.025
104.0,0.32,0.028
105.0,0.43,0.033
105.0,0.13,0.04
104.0,0.46,0.019
104.0,0.23,0.033
105.0,0.089,0.021
104.0,0.55,0.025
104.0,0.26,0.059
104.0,0.33,0.02
105.0,0.62,0.02
104.0,0.091,0.068
106.0,0.31,0.024
105.0,0.21,0.023
104.0,0.17,0.031
